epoch,acc,loss,val_acc,val_loss
0,0.31294256490952005,2.779267110381888,0.5161929006388393,2.497726578065756
1,0.6963021242646699,1.9686517348728434,0.6366850516698668,1.8263432650160814
2,0.8166797795603352,1.2262303620037556,0.6724649977943649,1.4293196081794854
3,0.870377655436353,0.8052227996541795,0.6881629188804912,1.2572972099475217
4,0.9013571991027574,0.5681835947123032,0.6966482816213193,1.1734464616995353
5,0.9286978757822261,0.42139327847329205,0.6973553953186287,1.1525493576003678
6,0.9501376868607396,0.31917547120952305,0.6982039314586832,1.1328960290775831
7,0.9635129819509085,0.24618396256778485,0.7008909629959481,1.1295105492591588
8,0.9743312352947322,0.1935804624852001,0.7011738084209234,1.1424309293108739
9,0.9821990558615263,0.15365676680340906,0.6990524678600507,1.1576240673005842
