epoch,acc,loss,val_acc,val_loss
0,0.08339889850511409,2.9672247436832575,0.24932824207353652,2.90584925764977
1,0.16581431942179295,2.8618285320200947,0.3872153867363272,2.768364899533757
2,0.23092053508214552,2.721736968360859,0.46330080605045504,2.5887426598003604
3,0.29779701027506267,2.557933498235503,0.5743176353363821,2.393919045138504
4,0.353953579928723,2.37853989706182,0.6113703861345818,2.192550081357712
5,0.4163060580811849,2.209017036563294,0.6323009475827504,1.997399075873214
6,0.45948072376915267,2.0268794858108627,0.6359779379894164,1.8471112095505493
7,0.4956726986155746,1.908306253697345,0.6550700041583869,1.7068902087032904
8,0.5261605035874152,1.7952170132840364,0.6672323574323227,1.6068215443345852
9,0.5468135326514555,1.7100592513988564,0.6704850799459798,1.513191171235975
10,0.5634343037916674,1.6284183747744017,0.6772733701538153,1.4390671030498263
11,0.5805468136264432,1.568458113025062,0.6776976381564069,1.4062564983982933
12,0.6019866247518526,1.505867005520032,0.683637392207329,1.3475051490644505
13,0.6118214003782775,1.4513642661314514,0.6888700324345,1.3126668558989298
14,0.6257867820144731,1.4041227844172253,0.6883043415929788,1.2842256951881692
15,0.6401455547282491,1.3409305423568498,0.6914156413941484,1.26460805918435
16,0.6432926828799334,1.3383171684998962,0.6921227549565865,1.245838151846659
17,0.6545043272075458,1.2892270274841344,0.6915570639801942,1.223480742042767
18,0.6632572776871718,1.2551931365093407,0.6943855182299468,1.2152411192381607
19,0.6638473641394068,1.2490324746146153,0.6948097864938514,1.215694473042985
20,0.6698465775449289,1.2255257492830771,0.6970725498936534,1.1882667467999097
21,0.6789929191021353,1.2027660623298302,0.6993353131585842,1.1864299911401377
22,0.6805664830372898,1.1915206054737022,0.7011738084209234,1.178571417398794
23,0.6906963022181033,1.1660768422997907,0.7006081177058441,1.1772669488007
24,0.7032848151062155,1.114006207741498,0.701315231133411,1.1588382085535285
25,0.6984657749803305,1.1221294576590874,0.7020223446958491,1.1644359071594268
26,0.7022029896311456,1.111230844498431,0.7007495402834605,1.157943950972586
