epoch,acc,loss,val_acc,val_loss
0,0.23790322582989953,2.836439201158393,0.2788855889918797,2.6243988104747284
1,0.533831628638867,2.2314273103966102,0.599349455581563,2.0399455395670087
2,0.7010228167735715,1.581948538918274,0.655494272430721,1.6041405026468625
3,0.7684893785828592,1.1462307259569386,0.6752934520441173,1.3748875152203237
4,0.8115656962552285,0.8857900147640639,0.6897185688442968,1.2522246285318368
5,0.838021243115657,0.7143662591603307,0.6931127138175581,1.1915692182194815
6,0.860739575090791,0.6034900980329626,0.6959411681937524,1.1628506227120232
7,0.8767702597787679,0.5121285068904388,0.6991938904460966,1.1420533346701605
8,0.8977183320220299,0.4443600783893951,0.6969311270378651,1.1353659987736247
9,0.9024390244840357,0.39532172579075014,0.6967897043338069,1.1400009259832342
10,0.9202399683880299,0.33638851568513173,0.7010323857000063,1.1483533629482967
