epoch,acc,loss,val_acc,val_loss
0,0.07739968531062338,2.9788162181172946,0.1862537123166997,2.9408956777086828
1,0.12677025960290836,2.923793859129155,0.35313251302259474,2.867083837348389
2,0.16424075531077892,2.859099533874908,0.33305048787042557,2.7946905590084885
3,0.217741935472147,2.77070306624886,0.43756187237770716,2.6730674574861024
4,0.2618017308853631,2.6678134083841654,0.49031254413137676,2.5389923927319
5,0.30664830834822426,2.541248974698815,0.5801159665568042,2.3942923579555204
6,0.34500393391030687,2.4158560766374664,0.5936925470736286,2.2548113894283883
7,0.38493312345443986,2.2931123402623284,0.6170272944992156,2.1141478788092356
8,0.4075531077656945,2.2066999680408803,0.63102814304392,2.002405420655898
9,0.43430369794603224,2.0939616357876876,0.6339980201241724,1.8765437234629838
10,0.46636506680613143,2.0057933506864343,0.6521001273225885,1.8079832657748074
11,0.4814122738470532,1.9296263953440778,0.6472917550895798,1.7007786466956998
12,0.49409913451628457,1.8749330665631898,0.6543628905875193,1.6321195727139142
13,0.51347364284784,1.8130228452847568,0.6680808938252607,1.5704689607005227
14,0.5313729346501931,1.7580300429784623,0.6718993069359849,1.5155499848529113
15,0.5394374508261212,1.7197995077053643,0.6764248338620307,1.4695068787119039
16,0.5555664830841857,1.6603932571073483,0.6786875972618326,1.4374919772367298
17,0.5612706531697985,1.624688289842673,0.6815160513851434,1.4093916435218772
18,0.5702202991178709,1.5796469321502278,0.6806675151102176,1.370178340263944
19,0.5820220297570308,1.5572972726296666,0.6837788149198166,1.3464950389866106
20,0.5897915026599455,1.521587818087226,0.6859001554722598,1.3207937917182004
21,0.5964791502753737,1.5001776458521137,0.6861830010321063,1.31488554819253
22,0.6090676632572777,1.4727439421729531,0.6907085278317102,1.2844080083897218
23,0.6136900078209248,1.444773894515589,0.6878800734470866,1.2650723038898501
24,0.6136900079147165,1.432034010684556,0.6901428369817597,1.2659931314023578
25,0.6239181746656176,1.409145582294389,0.6908499505441978,1.2569689559660038
26,0.6345397323534115,1.3726338575807358,0.6898599914303427,1.248837241744105
27,0.6285405193230563,1.3804640836550626,0.6918399095316112,1.2291475936692466
28,0.6355232102114979,1.3415168602573506,0.6894357234193216,1.225941663195702
29,0.6390637292531791,1.3293316580947228,0.6928298685190246,1.2053000790245747
30,0.6380802519109472,1.3333321228259947,0.6946683637813638,1.2043608768609066
31,0.6543076319266828,1.2794069413778633,0.6935369820814627,1.183574250253217
32,0.6606018881362596,1.26457068415536,0.6960825907713688,1.1921941450606173
33,0.6569630211493239,1.25905038577004,0.6953754773438019,1.1836617729853005
